 MASS_RT,2,5,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C50B, C53A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A,,,,,
453.2854_18.99,369094,490420,292237,471218,437833,946739,236105,336088,262214,312537,485656,349497,316128,305580,454594,511039,349705,210979,293458,382034,334181,173370,405100,189916,287232,316966,168112,340965,270591,331702,394053,760122,386660,348950,224322,248140,331015,208650,600240,381306,308169,319939,389645,362225,241115,312591,287733,205074,241897,458069,452124,223073,389734,271463,191407,226414,289379,359071,451948,206948,209096,359469,525902,231900,413777,344738,338899,655799,460194,398434,400495,268456,256418,,,,,
453.2855_18.26,66729,94390,56298,90226,79525,175417,45018,68075,48771,61582,93825,68974,57576,56381,87055,97193,64875,38092,58073,75958,67059,35718,76068,35266,53542,62633,30547,64439,51434,64864,70482,135836,71307,63183,39839,48685,68608,44056,112854,74222,57445,62992,80330,67057,48226,61448,55985,38731,42211,87146,91328,45417,71812,52508,35398,42574,57946,71402,83723,39526,39304,66003,98727,41519,76654,69680,65904,123758,82140,76395,75401,52791,47732,,,,,
461.6525_0.69,41187,45168,67799,31026,59625,39691,62654,120066,42987,29265,71041,45303,115498,73752,67876,155508,68913,25245,64080,109370,187489,42308,39123,57063,109305,108116,52724,50843,62170,30104,52498,60851,79887,65566,54022,96118,224420,78159,38992,60296,61317,65403,165363,89637,176765,65427,136760,135364,54254,29234,88841,85008,52506,44610,51816,69809,53277,80626,64969,37427,91597,56514,20139,53862,101519,82618,47886,32988,38063,53189,25938,45284,30467,,,,,
463.3058_21.07,147164,203338,233875,207620,153223,190363,275971,194084,81443,229300,256230,194630,188321,226463,166937,218553,161953,257330,273855,342729,233496,243244,194352,214094,215560,306692,111002,314624,160110,294187,235358,209375,232682,181803,225768,124216,194748,250955,379112,169125,249151,162811,397014,129796,193315,300534,185595,142068,78040,295086,260325,108711,252708,347079,99297,156928,219688,96128,194133,111663,116662,366675,284996,227654,197829,205375,314031,195123,240127,152510,287092,232911,150145,,,,,
464.2154_27.09,10209,22807,16186,16635,10128,15161,56758,12795,15756,14564,14744,19372,25653,11637,12822,20034,31590,34995,6461,9364,11884,17846,14145,9223,12609,9748,17577,16137,14980,12021,17050,27010,18513,9620,9634,10016,13241,12714,24666,27041,14756,31443,24586,9957,20886,18000,19806,23937,5912,23338,19809,16927,32846,22202,10368,10180,16054,17473,8920,11963,17043,16644,31349,17003,14469,17458,18740,27734,8437,20794,12767,13093,15192,,,,,
465.3081_7.76,134253,9927,31375,33151,6759,254008,3447,22586,40079,79827,25601,79621,20241,8832,40698,2299,126114,8333,38669,23310,11274,10423,28185,65444,26055,94591,37463,16347,10493,110044,13503,7814,8919,48419,37440,27638,262259,94809,33094,252620,29526,13425,45600,53684,79585,79545,58050,5341,32735,119036,41877,6286,3186,44800,18535,30081,179297,9616,51116,52015,41507,20703,18272,9571,35425,14685,77223,92582,5126,11456,81433,17210,207495,,,,,
465.3225_24.49,281789,336821,338592,356957,258436,444905,536517,353254,187229,443505,303761,381105,350387,396342,236804,340408,285694,337323,459781,528053,489816,366054,302948,315257,395725,444416,199275,506247,322436,473674,445852,411499,393300,383815,403078,253893,358552,407205,683168,401436,389866,430558,714647,239045,339891,463554,287447,288167,166365,442044,472264,209656,352413,455694,197889,211503,357838,212532,379934,217528,292356,649333,567639,370258,406454,375378,526867,399974,387341,325389,537737,366858,295288,,,,,
467.8258_0.72,384942,482477,475437,594119,373766,730967,592339,290464,286655,546435,459721,506859,140200,261261,534518,83284,539761,579647,442074,247740,116920,561491,659634,852189,385289,324968,700318,694002,324079,678350,778051,990293,264505,524464,476545,253459,90005,484785,865822,576001,444606,660550,297196,317213,119008,691451,160005,178336,707673,685143,627931,356897,702599,684740,241362,228977,609815,483038,518701,650272,302085,663974,462694,684500,526299,373784,686462,540448,755539,533249,762560,332567,764321,,,,,
468.3779_30.21,320489,247159,293403,179477,256013,242372,347697,123546,300962,272362,282451,988061,439323,292990,135693,266524,163592,209679,482711,159689,414270,335897,172170,321743,157545,233288,207872,310596,185800,492680,739342,336904,238756,181506,313246,335987,204694,313293,725607,203324,187524,234865,1035742,218395,290190,127017,168596,295930,276787,390229,311856,417174,136350,347676,250066,119513,285990,89833,162217,279438,342442,293916,97375,358525,257261,153548,262206,263386,194127,130214,544907,166886,553901,,,,,
471.1674_28.07,68374,78084,106781,93123,59647,56267,132729,120919,52732,63247,79724,61879,125486,58300,102110,124931,98283,95673,70705,51543,83555,80111,59603,103868,58937,78320,84004,113825,67749,104378,143703,127735,72985,74792,44727,98771,127980,105592,72911,77698,103955,92457,88695,84802,95710,88845,63215,103291,46420,132828,126918,93930,62857,164760,100408,57919,118069,115286,31748,47080,150804,117461,115823,144432,120077,69682,125226,150003,88456,52197,147397,57830,108407,,,,,
473.1829_31.02,60477,41277,80380,61269,43772,49413,62867,56810,33651,54197,62630,48029,78101,48196,83524,87249,86274,54573,40982,42610,51985,53034,75218,54763,62604,50692,76433,67778,55829,76410,74656,72502,54813,40573,48073,54715,85616,70126,63990,63474,66410,69255,69435,48800,66573,75744,52326,74670,40277,97132,68719,64514,78134,82062,62057,34953,97259,99680,40473,26127,56137,83123,59328,101254,55087,63472,76412,68277,58193,57036,72120,47570,67012,,,,,
477.2849_17.53,766380,687116,294899,562268,440887,1065385,243694,355956,429498,386113,458142,467806,321621,359495,303001,460894,313195,396007,634477,501063,621738,379259,355549,492253,308107,547699,215168,474022,292005,402756,513664,438319,251141,673822,358656,540268,483113,300682,518921,403673,283853,323752,674041,469547,374309,274636,379136,349855,365901,618207,535596,491060,383628,513902,283500,344717,384206,502612,336103,408534,502707,275993,733125,255938,490804,423597,589012,1622706,394614,254151,1016816,286880,388229,,,,,
477.2852_16.9,165382,151024,60904,114822,88866,212662,53065,82436,89030,83355,105853,102390,66896,80880,62354,92713,65783,82482,129005,112851,133303,82385,71761,103621,68059,116248,44726,102604,61585,89030,100574,97090,57472,137804,76111,116031,106411,62294,109246,80503,68403,67442,134349,93079,78826,63378,77651,74950,71852,130194,118773,104047,76200,114203,63287,73289,80479,99628,70924,71860,97344,65558,156994,53627,106067,86457,120719,327892,86592,54355,196173,65844,76002,,,,,
479.3003_20,796509,407769,275773,339464,308922,1026229,142859,181677,203357,486796,353131,306009,219219,290859,297788,357651,220742,285771,378722,373808,304797,244841,427022,342364,304123,306717,157975,238018,259360,424416,219355,295233,247036,305904,542571,220561,307364,354930,529191,297713,224962,208247,400168,241284,202397,225278,284189,270197,238325,410639,376287,318663,349312,273468,148153,192912,408598,238587,361839,219896,191659,224511,326170,218322,317628,252186,477837,1110264,222215,204392,524225,333995,182179,,,,,
481.3164_23.17,527116,635175,395605,700362,570087,1077010,372031,508002,319374,419509,620839,531155,437194,461233,535872,698409,448872,275924,506980,451734,505397,282938,483469,343814,425721,557221,236010,517375,369111,623466,614489,1024750,541000,500957,369730,341995,570520,303541,745811,454897,505510,442188,607219,546215,397911,473050,437555,304612,311102,747905,679830,278126,537208,450436,244642,254190,416877,580804,670754,284337,409270,566721,831878,406111,447737,533493,620660,958396,630907,514916,794102,371636,390740,,,,,
481.3165_18.5,46350,69063,59721,76193,48117,83907,53170,62293,45910,65274,72577,68709,48167,61052,57339,62946,50952,45758,54033,59989,58462,36113,67716,43775,52052,70421,40599,54677,65294,64134,73050,66282,55025,53756,59698,60156,59463,48404,70218,68363,38064,64015,68483,62051,63333,57836,58766,40471,37200,69934,70209,50931,57176,58269,28141,39885,62254,61498,53976,46725,53889,61484,61245,60732,76401,66790,70776,70370,51044,52142,90171,78567,55317,,,,,
481.3165_19.29,262823,355120,325971,416667,267844,432868,302472,342517,244225,362621,360203,401195,281603,327746,307948,326678,283297,263756,308059,318685,333846,198538,390086,256128,313057,377545,243966,316423,334251,344339,403188,353658,289618,301103,322226,306034,312883,279307,395591,375175,212454,359135,392178,324598,348258,327821,326507,229286,205175,400129,393043,256444,328137,319012,150264,220271,348763,339429,296886,264935,282435,347515,334742,330032,412077,371357,370716,368806,295147,290539,477345,367343,305505,,,,,
481.3173_22.47,99228,116583,69618,121186,100811,193002,66669,96750,57223,73627,118452,99715,78681,88026,94059,124843,80956,52048,95580,87584,92296,49112,78763,59066,78288,97473,38588,91034,64473,106332,104437,175578,93419,87832,65691,64238,106743,54495,130204,77708,89280,77131,110542,95308,74937,83951,78091,54291,54915,129268,123791,55574,89776,76790,44687,47113,74725,101161,115594,50147,72219,94965,144139,68663,80168,99185,106096,164150,108226,88891,135278,73398,66148,,,,,
482.2871_12.47,12116,43150,21507,2456,21539,36026,138782,22604,1420,10286,32588,12457,4380,27929,33066,4992,47694,5749,19491,258,21197,8483,221469,18619,4052,24150,28895,26479,120038,312674,48500,120877,13163,4788,41884,42974,7610,21378,561445,43124,1046,45181,44367,37822,50069,8281,23147,18033,27047,8191,124572,48343,20001,54233,977,4958,90274,30266,12999,11407,27295,48636,2354,1456,18765,182250,32942,27842,1330,42949,12660,21355,3636,,,,,
485.7965_0.65,52465,65639,57799,61549,40040,73606,67059,44021,39725,57905,53374,66350,25357,40462,61580,26136,53873,54229,66505,42028,32538,61887,111151,65442,52600,41731,72542,64629,41308,67559,68047,84872,36647,52125,54000,37693,33081,61129,76957,66634,50003,79499,54041,46621,33848,84155,26902,33916,73886,83531,66745,48206,73813,68120,25471,29747,145975,52887,81727,55844,38281,71357,42257,70988,59209,42402,60582,54676,56238,52466,66547,37852,73211,,,,,
486.3873_28.99,51734,7982,27389,8628,13185,17317,14022,310,9118,23127,29019,79665,10182,14954,1586,60169,10627,4617,11542,11693,8087,12174,16593,10779,12083,3240,24626,7011,16089,61699,35439,9804,18033,6907,43319,13311,2212,26393,17498,11320,9201,15517,52809,4083,14814,4338,9458,27178,19913,66076,13563,48071,16366,3307,35379,219,54343,9164,28310,1280,6743,13982,13901,26403,3744,6591,2908,12781,8547,5852,45794,12767,9626,,,,,
490.3644_22.92,35539,49542,29693,40541,41522,16316,103865,83663,57148,37149,35845,130219,102005,21951,47815,23805,20891,63409,63668,12038,47558,22927,21525,74784,38956,40958,26373,72078,17522,36202,121646,53943,21202,44754,19414,75556,43570,95842,52547,50391,19430,64483,54015,74710,40765,24258,45285,18548,19557,74714,75893,37266,15599,55902,29194,15112,30973,10432,14816,84508,68821,25490,9120,31488,65463,47775,32633,41373,20185,21007,93863,24903,84369,,,,,
492.3789_33.19,35268,16999,27357,22940,10084,22402,38206,11549,32325,34728,21593,83524,20145,19564,5580,41948,6587,14033,35811,3670,36266,17432,25324,63295,22715,30057,19609,39562,14424,38861,71891,25930,15730,20823,28219,18579,9024,60033,36996,8759,10215,29183,72471,16449,27165,7230,35199,18635,22262,72180,15323,53496,8279,41174,33327,1351,48246,8065,14581,50277,25890,20824,439,31367,35852,10335,19169,25644,6557,10024,58771,12264,30447,,,,,
493.361_28.84,33319,28167,41606,42806,20452,73789,48056,30557,16216,49814,28345,22389,39470,34176,37924,39934,31673,34567,33466,28163,57404,30765,35377,28550,50619,44535,23598,39789,34925,42614,41145,37827,30327,47384,35771,21922,34087,35954,74703,32239,34580,35361,61952,29204,36834,49601,36062,38817,28112,41787,41451,16645,28764,51710,25854,12107,33414,25413,32753,26284,24289,44845,48499,53482,32170,30671,56066,40011,33689,45708,36512,29196,29538,,,,,
496.2285_1.11,237,423,34850,5037,6410,4712,25532,15174,5593,643,17471,5080,29643,33337,13700,12776,18346,30845,4811,31482,32788,15142,10479,6431,8791,13337,20591,10776,6259,3658,14754,6266,81390,14116,10602,41452,3113,22349,285,4505,5644,2146,318,15286,3428,255,309,9791,6460,15398,10755,22158,1529,1090,50411,10891,295,28012,28194,31635,4820,2167,30204,18848,3153,11795,95541,68983,940,11698,2818,787,240,,,,,
496.4112_34.34,275825,44250,197206,27114,47903,168110,68846,8637,52622,173826,150465,217123,215694,121600,30009,330815,94483,30368,111688,64021,93614,120554,88960,74354,107867,38654,167753,71559,118688,377731,209044,68426,167427,28828,172211,105537,35372,106380,244649,81724,90963,54843,540410,83148,128289,32122,51232,164104,243873,391088,20591,283803,96205,47909,250196,7684,255276,60122,113910,25358,98228,162977,12668,237862,41302,48713,29184,86247,54944,59429,141040,48310,95205,,,,,
499.2683_15.75,58464,116534,31464,27341,39391,234053,135598,36254,50491,56990,59651,89437,53760,33518,29770,30133,47857,84134,16259,39534,37445,20329,68980,5327,66062,46793,13203,22604,35024,34883,40582,54263,26717,36370,35570,15054,23465,37194,105825,116668,31616,49008,119068,17591,24836,49395,89023,38325,9972,45647,39467,42282,79343,29739,22494,26227,37809,91832,53899,33859,25158,21263,69051,19401,23490,36539,24704,97511,22766,73138,12081,51214,63548,,,,,
499.2949_9.71,76889,13276,17692,25145,2673,102404,7926,7608,10253,17894,28595,103988,26007,9967,14353,1308,69674,3534,6792,12582,11583,1812,34714,13359,9027,37052,18521,9106,5116,48725,12137,9091,4856,33199,17485,9510,165987,42931,25795,88443,15268,23880,6655,18184,34157,22576,56912,474,11705,62983,37485,21004,995,26684,11744,12809,212349,5284,16608,42260,19757,8352,19508,10789,14952,1990,37021,66323,9943,10457,81225,18706,54434,,,,,
499.2955_10.54,36863,10640,5680,2069,1018,79947,601,3085,3054,3995,5851,51833,708,5132,10226,3695,30776,247,1506,4313,7033,807,519,4860,12095,28666,3720,1034,1440,8993,1780,232,11080,1008,2170,2237,41640,2044,556,17003,8891,6617,23744,5680,600,2763,3840,7488,1878,12770,21666,3032,29230,2507,6360,7117,65463,927,2103,29252,9083,7481,10953,7904,8176,9229,7019,21009,14280,4563,271,8067,1843,,,,,
499.9215_0.57,60276,51612,46851,67409,52422,59516,53221,54297,59337,68534,57156,90707,38039,55168,56410,41005,56683,64166,72707,48980,48723,47163,55396,56262,63135,59463,47095,60352,64584,62313,62479,57713,56994,61190,41965,49643,65607,70467,51644,67218,61092,78761,88667,61980,54174,54120,51209,59262,57941,62267,65517,46526,69020,66757,39635,50492,58340,51347,57456,58338,55367,70455,64048,62666,57030,72818,55620,51719,56884,61205,66725,56308,56179,,,,,
501.2845_17.11,98972,90273,91501,110009,74145,173511,70492,68823,51277,79828,98070,73353,76075,73913,87519,115847,70303,54969,98602,110012,76846,75528,106528,69670,79706,92758,57300,79282,75399,116279,119539,130760,70401,91912,77609,66859,95841,75651,115441,73124,105409,89336,110244,101949,82034,92885,66340,69237,73096,105188,103347,60743,90160,98327,52536,64421,133818,87484,115507,62293,62671,113332,106451,89772,96565,97921,110178,149147,99412,81041,110722,117213,48544,,,,,
501.2851_17.13,100440,90447,92669,110009,77233,174303,70492,68823,51277,79828,98083,74716,76196,73913,87519,115849,71632,54969,94720,110015,79176,75536,106528,69670,82229,93502,57306,79282,75399,116281,124106,130760,70401,91912,78186,66897,93279,74602,116831,73123,105409,90256,109706,101949,83329,92885,66340,69237,73096,105617,103845,61044,90160,98327,52750,64421,133867,87452,116898,62293,62671,113332,107387,89772,96565,96575,110353,149147,99412,80600,113297,117213,48567,,,,,
501.2851_17.59,502758,473115,416042,578573,384681,947735,293251,359203,248380,428936,508884,383056,346433,314443,526807,535195,384778,252069,473269,429188,338244,274655,528029,348964,383659,488203,272870,357599,380172,557316,654407,699659,327091,448542,378565,349445,457407,304244,536198,371666,482701,428862,492082,540330,354445,441053,357873,328025,398328,555933,490754,305451,437001,436526,260243,309841,668182,487498,590269,370809,266175,519396,454759,416477,545969,452253,500579,728289,520642,428785,597343,530869,288585,,,,,
503.2997_18.99,49947,49372,42249,57334,54127,84117,15043,21623,33115,30158,44631,32117,29222,23771,58010,71240,35624,14402,50262,33678,25987,27120,35655,28055,25658,36018,24640,41166,30857,61989,47133,75887,33892,28023,21401,23850,59234,24249,28253,39788,27227,32712,36791,47387,30644,37168,29192,26316,28392,70480,45060,33934,39111,33826,15007,21861,52657,41946,59097,25068,27070,23416,63648,24353,30213,46628,41346,60827,30264,28483,42618,28831,18531,,,,,
504.1399_7.32,13597,7016,8915,28338,10645,10474,44545,8385,27931,90323,7695,12112,468,10820,16906,7007,23749,16037,12124,20760,17284,11140,14029,16173,30187,35033,38402,25668,1841,38041,38249,20591,8353,40289,5918,11396,1970,8267,26332,8257,17099,12560,12335,20259,13020,1982,17003,23751,15574,9977,14430,11901,24089,10635,7254,17572,39940,7694,29754,27285,11935,10503,12495,25994,57797,3781,25246,50204,1836,16820,30719,22519,32156,,,,,
505.316_17.75,194576,210544,138004,227332,124637,200759,215542,192700,135867,210300,197710,231231,139736,167458,116267,159649,145966,212114,248903,241485,255002,171199,163071,219780,160300,249586,135569,271263,125658,196130,224070,219566,117109,216725,188386,205628,204290,168188,269283,138737,123489,168466,302488,153686,181939,191413,160700,135960,139036,253469,225325,155160,185325,274796,105742,127179,170745,133962,122412,174961,180963,188458,246133,166942,276976,137057,274365,338377,159581,112402,365268,154642,188510,,,,,
505.3161_17.08,33837,39599,22900,42832,20874,40493,36654,35217,26693,41530,36243,43390,24383,35203,19237,29547,24532,39626,44786,47321,46239,30558,29868,39741,28141,42774,22291,51898,24539,35927,39912,42409,23022,39444,37716,38026,38696,27814,49381,21272,25126,30470,60370,29826,34378,36771,28060,25181,24106,48340,41304,29588,32540,52210,19002,24717,29991,22453,21527,31345,33317,34957,51274,32485,51487,25304,50352,75956,29892,20098,67289,28585,34620,,,,,
